hourly.dewpoint_2m,hourly.apparent_temperature,hourly.precipitation,hourly.time,hourly.freezinglevel_height,hourly.snow_height,hourly.relativehumidity_2m,hourly.temperature_2m,hourly.pressure_msl,hourly.weathercode,generationtime_ms,longitude,hourly_units.snow_height,hourly_units.freezinglevel_height,hourly_units.apparent_temperature,hourly_units.pressure_msl,hourly_units.time,hourly_units.temperature_2m,hourly_units.precipitation,hourly_units.dewpoint_2m,hourly_units.relativehumidity_2m,hourly_units.weathercode,elevation,latitude,utc_offset_seconds
4.6,3.2,0,2021-11-22T00:00,1032,0,95,5.3,1014.2,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.8,1.9,0,2021-11-22T01:00,1013,0,96,4.4,1015.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.6,1.6,0,2021-11-22T02:00,970,0,97,4.1,1016.2,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.6,1.7,0,2021-11-22T03:00,950,0,95,4.4,1016.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
4,2,0,2021-11-22T04:00,846,0,95,4.6,1016.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.7,1.9,0,2021-11-22T05:00,775,0,94,4.7,1017.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.2,1.4,0,2021-11-22T06:00,747,0,91,4.5,1019.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.5,1.2,0,2021-11-22T07:00,761,0,88,4.4,1020.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.8,0.2,0,2021-11-22T08:00,722,0,89,3.5,1020.7,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.5,-0.1,0,2021-11-22T09:00,725,0,88,3.3,1021.2,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1,0.3,0,2021-11-22T10:00,668,0,82,3.8,1022.7,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.6,1.2,0,2021-11-22T11:00,651,0,75,4.6,1022.7,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.4,1.7,0,2021-11-22T12:00,560,0,70,5.4,1023.7,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.2,1.7,0,2021-11-22T13:00,559,0,66,5.6,1023.7,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.8,1.2,0,2021-11-22T14:00,550,0,60,5.4,1024.2,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.7,0.9,0,2021-11-22T15:00,548,0,57,5.1,1024.2,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-3,0.6,0,2021-11-22T16:00,530,0,59,4.3,1024.7,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.9,0,0,2021-11-22T17:00,545,0,69,3.3,1025.2,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.5,-0.9,0,2021-11-22T18:00,535,0,75,2.4,1025.7,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.4,-1.4,0,2021-11-22T19:00,551,0,80,1.8,1025.7,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.3,-1.9,0,2021-11-22T20:00,577,0,83,1.3,1026.2,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.4,-2.3,0,2021-11-22T21:00,585,0,85,0.9,1026.7,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.1,-2.5,0,2021-11-22T22:00,655,0,88,0.7,1026.7,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.7,-2.6,0,2021-11-22T23:00,727,0,92,0.6,1026.7,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.4,-2.7,0,2021-11-23T00:00,801,0,94,0.5,1026.7,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.5,-2.6,0,2021-11-23T01:00,1026,0,91,0.7,1026.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.4,-2.1,0,2021-11-23T02:00,1052,0,88,1.3,1026.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.3,-1.6,0,2021-11-23T03:00,1099,0,85,2,1025.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.4,-0.9,0.14,2021-11-23T04:00,1303,0,86,2.5,1025.7,61,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.9,-0.3,0.08,2021-11-23T05:00,1325,0,86,3.1,1025.2,61,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.2,-0.2,0,2021-11-23T06:00,1260,0,85,3.4,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.5,0.1,0,2021-11-23T07:00,1253,0,86,3.6,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.8,0.5,0,2021-11-23T08:00,1263,0,87,3.8,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.3,1,0,2021-11-23T09:00,1193,0,88,4.1,1025.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.9,1.7,0,2021-11-23T10:00,1212,0,88,4.7,1025.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.6,2.4,0,2021-11-23T11:00,1204,0,89,5.3,1025.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
4.3,2.9,0.01,2021-11-23T12:00,2184,0,88,6.2,1025.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
4.6,3.6,0,2021-11-23T13:00,1202,0,85,6.9,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
4.7,4.7,0,2021-11-23T14:00,2062,0,82,7.5,1025.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.2,5.2,0,2021-11-23T15:00,2108,0,84,7.7,1025.7,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,4.8,0,2021-11-23T16:00,2286,0,89,7.2,1025.2,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,4.2,0,2021-11-23T17:00,2284,0,93,6.5,1025.7,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,4,0,2021-11-23T18:00,2390,0,94,6.4,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,4,0.02,2021-11-23T19:00,2462,0,93,6.5,1025.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,3.9,0.01,2021-11-23T20:00,2326,0,94,6.3,1025.2,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.3,3.5,0,2021-11-23T21:00,2430,0,95,6,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.3,3.5,0,2021-11-23T22:00,1229,0,95,6.1,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,3.7,0,2021-11-23T23:00,2398,0,95,6.2,1025.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,3.6,0,2021-11-24T00:00,2432,0,96,6.1,1024.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,3.5,0,2021-11-24T01:00,2366,0,96,6.1,1024.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.6,3.5,0,2021-11-24T02:00,2252,0,97,6,1024.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.4,3.4,0,2021-11-24T03:00,2338,0,97,5.9,1024.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.2,3.4,0,2021-11-24T04:00,2438,0,97,5.7,1023.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.3,3.5,0,2021-11-24T05:00,2562,0,96,5.8,1023.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.4,3.5,0,2021-11-24T06:00,2664,0,97,5.9,1023.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,3.7,0.09,2021-11-24T07:00,2710,0,96,6,1023.2,61,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,3.8,0.08,2021-11-24T08:00,2704,0,96,6.1,1023.2,61,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.6,4,0,2021-11-24T09:00,2650,0,95,6.3,1022.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.5,4.2,0,2021-11-24T10:00,2670,0,91,6.8,1022.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.4,4.6,0,2021-11-24T11:00,2708,0,90,6.9,1022.4,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.2,5.4,0,2021-11-24T12:00,2704,0,85,7.6,1021.9,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.2,5.8,0,2021-11-24T13:00,2690,0,82,8,1020.9,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.1,5.9,0,2021-11-24T14:00,2670,0,81,8.1,1019.9,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.2,5.8,0,2021-11-24T15:00,2646,0,83,7.9,1019.9,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.1,5.7,0,2021-11-24T16:00,2602,0,84,7.6,1019.3,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.1,5.2,0,2021-11-24T17:00,2566,0,88,7,1018.8,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
5.1,4.4,0,2021-11-24T18:00,2562,0,92,6.3,1017.8,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
4.6,3.4,0,2021-11-24T19:00,2540,0,95,5.4,1017.3,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.9,2.4,0,2021-11-24T20:00,2526,0,95,4.6,1016.8,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.4,1.8,0,2021-11-24T21:00,2502,0,96,4,1015.8,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.2,1.5,0,2021-11-24T22:00,2512,0,96,3.8,1015.3,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.3,1.5,0,2021-11-24T23:00,2318,0,96,3.8,1014.8,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
3.1,1,0,2021-11-25T00:00,2352,0,97,3.5,1013.8,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.5,0.3,0,2021-11-25T01:00,2368,0,96,3,1013.3,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.6,-0.5,0,2021-11-25T02:00,2372,0,94,2.5,1012.8,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.8,-1.1,0,2021-11-25T03:00,2360,0,91,2,1011.8,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.3,-1.6,0,2021-11-25T04:00,2364,0,91,1.6,1011.3,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.3,-2.2,0,2021-11-25T05:00,2268,0,90,1.2,1010.3,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.2,-2.6,0,2021-11-25T06:00,2214,0,86,0.8,1010.3,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2,-3,0,2021-11-25T07:00,2186,0,83,0.5,1009.8,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.3,-3.4,0,2021-11-25T08:00,2192,0,83,0.2,1009.8,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.3,-3.4,0,2021-11-25T09:00,2262,0,84,0,1009.3,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.3,-3.1,0,2021-11-25T10:00,2332,0,82,0.4,1008.3,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.1,-2.4,0,2021-11-25T11:00,2368,0,80,0.9,1008.3,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.5,-2.1,0,2021-11-25T12:00,2282,0,81,1.3,1007.8,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.7,-2.3,0,2021-11-25T13:00,2152,0,88,1.2,1007.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.4,-2,0,2021-11-25T14:00,1624,0,87,1.6,1007.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.2,-1.7,0,2021-11-25T15:00,902,0,87,1.9,1006.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0,-1.4,0,2021-11-25T16:00,251,0,86,2.1,1006.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0,-1.6,0,2021-11-25T17:00,329,0,86,2.1,1006.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.2,-2,0,2021-11-25T18:00,685,0,86,1.8,1006.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.2,-2.2,0,2021-11-25T19:00,1018,0,87,1.6,1006.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.1,-2,0,2021-11-25T20:00,894,0,88,1.7,1006.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.5,-1.5,0,2021-11-25T21:00,620,0,90,1.9,1006.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.9,-1,0,2021-11-25T22:00,380,0,91,2.2,1006.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.9,-0.9,0.02,2021-11-25T23:00,470,0,91,2.3,1006.3,61,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.9,-0.9,0.02,2021-11-26T00:00,680,0,90,2.4,1005.8,61,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.9,-0.8,0.02,2021-11-26T01:00,890,0,89,2.6,1005.3,61,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1,-0.7,0,2021-11-26T02:00,879,0,89,2.7,1005.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.2,-0.5,0,2021-11-26T03:00,799,0,89,2.8,1004.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.4,-0.3,0,2021-11-26T04:00,715,0,89,2.9,1004.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.5,-0.3,0,2021-11-26T05:00,728,0,90,2.9,1003.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.7,-0.3,0,2021-11-26T06:00,768,0,92,2.9,1003.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.9,-0.3,0,2021-11-26T07:00,795,0,93,2.9,1003.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.1,-0.2,0,2021-11-26T08:00,760,0,93,3.1,1003.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.3,0.1,0,2021-11-26T09:00,700,0,93,3.4,1003.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.4,0.5,0,2021-11-26T10:00,638,0,90,3.8,1003.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.3,1.1,0,2021-11-26T11:00,628,0,86,4.4,1003.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.9,1.8,0,2021-11-26T12:00,636,0,81,5,1002.8,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.6,2.4,0,2021-11-26T13:00,650,0,75,5.6,1002.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.4,2.6,0,2021-11-26T14:00,660,0,74,5.6,1001.8,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.3,2.5,0,2021-11-26T15:00,671,0,74,5.4,1001.8,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.2,2.1,0,2021-11-26T16:00,677,0,77,4.9,1001.3,1,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.1,1.5,0,2021-11-26T17:00,669,0,80,4.2,1000.8,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
1.1,0.5,0,2021-11-26T18:00,653,0,85,3.3,1000.8,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.9,-0.6,0,2021-11-26T19:00,633,0,91,2.2,1000.3,0,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.6,-1.2,0,2021-11-26T20:00,622,0,92,1.7,1000.3,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.2,-1.8,0,2021-11-26T21:00,613,0,92,1.3,999.8,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.1,-2.3,0,2021-11-26T22:00,599,0,93,0.9,999.3,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0,-2.6,0,2021-11-26T23:00,585,0,95,0.6,999.3,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.1,-2.7,0,2021-11-27T00:00,569,0,98,0.5,998.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.3,-2.9,0,2021-11-27T01:00,557,0,100,0.3,998.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.2,-2.9,0,2021-11-27T02:00,565,0,99,0.4,997.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
0.1,-2.9,0,2021-11-27T03:00,582,0,97,0.5,997.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.2,-2.9,0,2021-11-27T04:00,594,0,94,0.6,997.2,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.6,-3,0,2021-11-27T05:00,580,0,92,0.6,996.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1,-3.2,0,2021-11-27T06:00,555,0,90,0.5,996.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.4,-3.3,0,2021-11-27T07:00,529,0,87,0.5,996.7,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1,-2.5,0.01,2021-11-27T08:00,401,0,88,1.2,996.6,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.2,-2.3,0.01,2021-11-27T09:00,406,0,86,1.4,997.1,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.4,-1.9,0.01,2021-11-27T10:00,407,0,82,1.8,997.6,2,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.2,-1.2,0.02,2021-11-27T11:00,400,0,78,2.6,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1,-0.3,0.02,2021-11-27T12:00,389,0,73,3.5,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.6,0.6,0.02,2021-11-27T13:00,379,0,68,4.4,996.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.5,0.7,0,2021-11-27T14:00,378,0,69,4.4,996.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.4,0.6,0,2021-11-27T15:00,380,0,71,4.1,996.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.3,0.2,0,2021-11-27T16:00,386,0,75,3.6,996.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.3,-0.3,0,2021-11-27T17:00,392,0,78,3.1,996.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.4,-0.9,0,2021-11-27T18:00,400,0,81,2.5,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.6,-1.6,0,2021-11-27T19:00,406,0,85,1.8,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-0.8,-2,0,2021-11-27T20:00,414,0,87,1.4,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
